pubchem_cid,SMILES
56659993,CN(CC(=O)N(CC1=CC=C(C=C1)C2CCCCC2)C3=CC(=C(C=C3)C(=O)O)O)S(=O)(=O)C4=CC=CC5=CC=CC=C54
56663448,CC1=CC(=C(C(=C1)C)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O)C
56663449,CN1C=C(N=C1)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O
56663450,CN(CC(=O)N(CC1=CC=C(C=C1)C2CCCCC2)C3=CC(=C(C=C3)C(=O)O)O)S(=O)(=O)C4=CC=C(C=C4)C#N
56680468,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N(C)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
56683798,CN(CC(=O)N(CC1=CC=C(C=C1)C2CCCCC2)C3=CC(=C(C=C3)C(=O)O)O)S(=O)(=O)C4=CC=CC5=C4N=CC=C5
56847442,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)C#N)C5=CC(=C(C=C5)C(=O)O)O
68075821,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)Cl)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075823,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2C(F)(F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075824,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC3=CC=CC=C3C=C2)CC(=O)N(CC4=CC=C(C=C4)C5CCCCC5)C6=CC(=C(C=C6)C(=O)O)O
68075825,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=NC=C2)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075828,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2C#N)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075829,CCOC(=O)C1=CC=C(C=C1)CN(CC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O)S(=O)(=O)C5=CC=C(C=C5)C
68075831,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=CC=C2)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075832,CC1=CC=C(C=C1)CN(CC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O)S(=O)(=O)C5=CC=C(C=C5)C
68075834,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2OC(F)(F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075842,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)C(F)(F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075843,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075844,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)SC(F)(F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075846,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=C(C=C(C=C2)F)C(F)(F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075861,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC(=CC=C4)C(=O)OC)C5=CC(=C(C=C5)C(=O)O)O
68075862,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CN=CC=C2)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075866,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2Cl)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075867,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2C)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075868,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)OC(F)(F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075872,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)[N+](=O)[O-])CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075873,CCCN(CC(=O)N(CC1=CC=C(C=C1)C2CCCCC2)C3=CC(=C(C=C3)C(=O)O)O)S(=O)(=O)C4=CC=C(C=C4)C
68075874,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=CC=C2)N)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075880,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075882,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=CC=C2)C(F)(F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075885,CC1=CC=C(C=C1)S(=O)(=O)N(CC=C)CC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O
68075889,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=N2)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075890,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)C(=O)OC)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075895,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=CC=C2)[N+](=O)[O-])CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075897,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=CC=C2)Cl)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075906,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC(=C2)C)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075947,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C#N)C5=CC(=C(C=C5)C(=O)O)O
68075975,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=CC=C2)OC(F)(F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68075994,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O)C(=O)OC(C)(C)C
68076002,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N)CC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O
68076014,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2N)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68076216,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
68076254,CC1=CC=C(C=C1)S(=O)(=O)N(CC(C)C)CC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O
68076255,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2[N+](=O)[O-])CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
70681428,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C(=O)N)C5=CC(=C(C=C5)C(=O)O)O
70681429,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3CCN(CC3)C4=CC=C(C=C4)C(=O)N)C5=CC(=C(C=C5)C(=O)O)O
71449913,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O
73334678,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=C(C(=C2F)F)F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
73334679,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=C(C(=C(C=C2F)F)F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
73334680,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=C(C(=CC(=C2F)F)F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
73334681,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=C(C(=C(C(=C2F)F)F)F)F)CC(=O)N(CC3=CC=C(C=C3)C4CCCCC4)C5=CC(=C(C=C5)C(=O)O)O
73345548,C[C@H]([C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)OP(=O)(O)O)NC(=O)C)O
89765603,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3CCN(CC3)C(=O)OC(C)(C)C)C4=CC(=C(C=C4)C(=O)O)O
135242130,C1CCC(CC1)C2=CN=C(C=C2)CN(C3=CC4=C(C=C3)C(=O)NC4=O)C(=O)[C@H]5CCN5S(=O)(=O)C6=C(C(=C(C(=C6F)F)F)F)F
141483825,CCCC(C)OC1=C(C(=C(C=C1)C(=O)NC2=CC3=C(C=C2)N=C(S3)SCC(=O)N[C@@H](C)C4=CC=CC=C4)OC)C
141483850,CCCC(C)OC1=C(C(=C(C=C1)C(=O)NC2=CC3=C(C=C2)N=C(S3)SCC(=O)N[C@@H](C)C4=CC=C(C=C4)OC)OC)C
16124726,COC(=O)C1=CC(=C(C=C1)O)NC(=O)COC2=CC=C(C=C2)C34CC5CC(C3)CC(C5)C4
73443066,C#CCOC(=O)C1=CC(=C(C=C1)O)NC(=O)COC2=C(C=C(C=C2)C34CC5CC(C3)CC(C5)C4)C6(N=N6)C(F)(F)F
137633479,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCC(=O)NC2=CC=CC(=C2)C(=O)OC
2821848,CN1C(=NN=C1SCC(=O)NC2=C(C=C(C=C2)Cl)Cl)CC3=NN(C(=O)C4=CC=CC=C43)C
118540807,CN1C(=NN=C1SCCCCCCCC(=O)NC2=C(C=C(C=C2)Cl)Cl)CC3=NN(C(=O)C4=CC=CC=C43)C
164608756,CN1C(=O)C2=CC=CC=C2C(=N1)CC3=NC(=NN3)SCCCCCCCC(=O)NC4=C(C=C(C=C4)Cl)Cl
164614710,CN1C(=NN=C1SCCCCCCCC(=O)NC2=CC=C(C=C2)C(=O)C3=CC=CC=C3)CC4=NN(C(=O)C5=CC=CC=C54)C
164614862,CN1C(=NN=C1SCCCCCCCC(=O)NC2=C(C=C(C=C2)Cl)Cl)CC3=NN(C(=O)C4=CC=CC=C43)CCC=O
164618410,CN1C(=O)C2=CC=CC=C2C(=N1)CC3=NN=C(N3CCC=O)SCCCCCCCC(=O)NC4=C(C=C(C=C4)Cl)Cl
71059525,CC1=C(N=C(N1)NC(=O)C2=C(N=CC(=C2)CNC(=O)C(C)C)C(F)F)C3=CC=C(C=C3)C(F)(F)F
127050783,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)NCCCCN3CCC(CC3)NC4=NC5=CC=CC=C5N4CC6=CC=C(C=C6)F
127050784,C1CN(CCC1NC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)CCCCNC5=CC=C(C6=NON=C56)[N+](=O)[O-]
127052309,CC(=O)NC1=C2C=CC=C3C2=C(C=C1)C(=O)N(C3=O)CCCCN4CCC(CC4)NC5=NC6=CC=CC=C6N5CC7=CC=C(C=C7)F
1223,CCC12CCN(C(C1(C)C)CC3=C2C=C(C=C3)O)CC4(CC4)O
104787,CC1([C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=C(C=C3)O)N)C
107847,C[C@H]([C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)[C@@H](CO)NC(=O)[C@H](CC2=CC=C(C=C2)O)N)O
159564,CC1([C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(SS1)(C)C)C(=O)O)CC2=CC=C(C=C2)Cl)NC(=O)[C@H](CC3=CC=C(C=C3)O)N)C
443408,CC(C)([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O
3082718,CN([C@H](CN1CCCC1)C2=CC=CC=C2)C(=O)CC3=CC(=C(C=C3)Cl)Cl
5284604,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
5486554,C1C[C@]2([C@H]3CC4=C5[C@@]2(CCN3CC6CC6)[C@H]([C@@H]1O)OC5=C(C=C4)O)O
5497186,C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3([C@H]2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6
9822639,CCN(CC)C(=O)C1=CC=C(C=C1)C2(CCCN(C2)CC3CC3)C4=CC(=CC=C4)O
9824976,CCN(CC)C(=O)C1=CC=C(C=C1)C2(CCCN(C2)CC3=NC=CS3)C4=CC(=CC=C4)O
9840689,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C/C=C/C3=CC=CC=C3C
9866175,CCCCN1CCCC(C1)(C2=CC=C(C=C2)C(=O)N(CC)CC)C3=CC(=CC=C3)O
10351514,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)N
10456060,CN([C@H](CN1CCCC1)C2=CC(=CC=C2)N)C(=O)CC3=CC(=C(C=C3)Cl)Cl
14679812,CC1([C@@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=C(C=C3)O)N)C
15384271,CC1=CC(=CC(=C1C[C@@H](C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O)N)C)O
16087270,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)NC(=O)CCC7=CC=C(C=C7)Cl
16087275,COC1=C2C3=C(C[C@@H]4[C@]5([C@]3(CCN4CC6CC6)[C@@H](O2)C(=O)CC5)NC(=O)CCC7=CC=C(C=C7)Cl)C=C1
16087283,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)NCCCC7=CC=C(C=C7)Cl
16087287,COC1=C2C3=C(C[C@@H]4[C@]5([C@]3(CCN4CC6CC6)[C@@H](O2)C(=O)CC5)NCCCC7=CC=C(C=C7)Cl)C=C1
16099582,C1C[C@]2([C@H]3CC4=C5[C@@]2(CCN3CC6CC6)[C@H]([C@H]1O)OC5=C(C=C4)O)O
16133805,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)CNC(=O)CNC(=O)[C@H](CC5=CC=C(C=C5)O)N
16720553,CN1CC[C@]23CC4=C(C[C@H]2[C@H]1CC5=C3C=C(C=C5)O)C6=CC=CC=C6N4
16720646,C1CC(C1)CN2CC[C@]34CC5=C(C[C@H]3[C@H]2CC6=C4C=C(C=C6)O)C7=CC=CC=C7N5
16747727,CC1=C(C(=CC=C1)O)C(=O)C2=CCCN3[C@@H]2CCC3
22729922,CCCC(C)CN1CCC(CC1)(C2=CC=C(C=C2)C(=O)N(C)C)C3=CC(=CC=C3)O
22729923,CCN(CC)C(=O)C1=CC=C(C=C1)C2(CCN(CC2)CC3CC3)C4=CC(=CC=C4)O
25075996,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)N
44138064,C1CC1CN2CC[C@]34CC5=C(C[C@]3([C@H]2CC6=C4C(=C(C=C6)C(=O)N)O)O)C7=CC=CC=C7N5
44328387,CC1CN(C2CC(CC1(C2)C3=CC(=CC=C3)O)NC(=O)C4(CCCC4)C5=CC=CC=C5)CCCC6=CC=CC=C6
44328406,CC1CN(C2C[C@@H](CC1(C2)C3=CC(=CC=C3)O)NC(=O)C4(CCCC4)C5=CC=CC=C5)CCCC6=CC=CC=C6
44328435,CC1CN(C2C[C@H](CC1(C2)C3=CC(=CC=C3)O)NC(=O)C4(CCCC4)C5=CC=CC=C5)CCCC6=CC=CC=C6
44423022,CC1=C(C(=CC=C1)O)C(=O)C2=CCC[NH+]3[C@@H]2CCC3
44592124,C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3([C@H]2CC7=C4C(=C(C=C7)C(=O)N)O5)O)C8=CC=CC=C8N6
46190938,CCCC(C)CN1CCC(CC1)(C2=CC=C(C=C2)C(CC)(CC)O)C3=CC=CC(=C3)C(=O)N
46190939,CCN(CC)C(=O)C1=CC=C(C=C1)C2(CCCN(C2)CC3=NC=CS3)C4=CC=CC(=C4)C(=O)N
46226176,CCC(CC)(C1=CC=C(C=C1)C2(CCN(CC2)CC3CC3)C4=CC=CC(=C4)C(=O)N)O
46878245,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)NC(=O)/C=C/C6=CC=C(C=C6)[N+](=O)[O-]
52947240,CN([C@H]1C[C@@]2(CCCO2)CC[C@@H]1N3CCCC3)C(=O)CC4=CC=CC=C4
73351885,C[C@@H]1CCCC(=O)CCCC(=O)CC2=C(C(=CC(=C2)OC)O)C(=O)O1
91928823,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)CNC(=O)CNC(=O)[C@H](CC5=CC=C(C=C5)O)N
127029282,CC1=CC(=CC(=C1C[C@@H](C(=O)N2CC3=CC=CC=C3C[C@@H]2C(=O)NCC(=O)N(C4=CC=CC=C4)C5=CC=CC=C5)N)C)O
127029283,CC1=CC(=CC(=C1C[C@@H](C(=O)N2CC3=CC=CC=C3C[C@@H]2C(=O)NCC(=O)N4CCC5=CC=CC=C5C4)N)C)O
162648718,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@@H](C)CC2=C(C=C(C=C2C)O)C
162655917,C[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]3CCCN3C(=O)CNC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)C
162659311,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]3CCCN3C(=O)CNC(=O)[C@H](CC4=CC=C(C=C4)O)N
162662691,C[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)C
162676268,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)N
127914,CN([C@H](CN1CCCC1)C2=CC(=CC=C2)N=C=S)C(=O)CC3=CC(=C(C=C3)Cl)Cl
10256020,C1C[C@]2([C@H]3CC4=C5C2(CCN3CC6CC6)[C@H]([C@@H]1NC(=O)/C=C/C7=CC=C(C=C7)[N+](=O)[O-])OC5=C(C=C4)O)O
10676779,CN([C@H](CN1CCCC1)C2=CC(=CC=C2)NC(=S)NC3=CC(=C(C=C3)C4=C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)C(=O)O)C(=O)CC7=CC(=C(C=C7)Cl)Cl
10796106,CN([C@H](CN1CCCC1)C2=CC(=CC=C2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=S)NC3=CC(=C(C=C3)C4=C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)C(=O)O)C(=O)CC7=CC(=C(C=C7)Cl)Cl
10843252,CN([C@H](CN1CCCC1)C2=CC(=CC=C2)NC(=O)CNC(=S)NC3=CC(=C(C=C3)C4=C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)C(=O)O)C(=O)CC7=CC(=C(C=C7)Cl)Cl
12368881,CN1CCC2(CCCC1C2)C3=CC(=CC=C3)O
24822299,C1C[C@]2([C@H]3CC4=C5[C@@]2(CCN3CC6CC6)[C@H]([C@@H]1NC(=O)/C=C/C7=CC=CC=C7)OC5=C(C=C4)O)O
25079852,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)N
44292946,CC1=CC=C(C=C1)/C=C/C(=O)N[C@@H]2CC[C@]3([C@H]4CC5=C6C3([C@H]2OC6=C(C=C5)O)CCN4CC7CC7)O
44292987,C1C[C@]2([C@H]3CC4=C5C2(CCN3CC6CC6)[C@H]([C@@H]1NC(=O)/C=C/C7=CC=C(C=C7)Cl)OC5=C(C=C4)O)O
44325182,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)NCC4=CC=CC=C4
44325183,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)N(CC4CC4)CC5CC5
44325184,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)N(CC4=CC=CC=C4)CC5=CC=CC=C5
44325372,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)NCC=C
44325419,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)[C@H](CC3=CC=C(C=C3)O)NCC4CC4
