pubchem_cid,SMILES
135398506,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)/C(=N\O)/CC5
135513879,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)O
136073752,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)O
985,CCCCCCCCCCCCCCCC(=O)O
445639,CCCCCCCC/C=C\CCCCCCCC(=O)O
2732293,C1=C(C=C(C=C1Cl)Cl)NC(=O)CSCC(=O)O
15944049,COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)NC3=CC=CC(=C3)C(=O)O
71556425,C1CCN(CC1)C2=NC3=C(C=C(C=C3)Cl)C(=C2C4=NNN=N4)C5=CC=CC=C5
73553418,CCC1=C(C(=NN1C2=CC=CC=C2C3=CC=CC=C3OCC(=O)O)C4=CC=CC=C4)C5=CC=CC=C5
134158371,COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)NC3=CC(=C(C=C3)F)C(=O)O
134158372,COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)NC3=C(C=CC(=C3)C(=O)O)F
145980569,COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)NC3=C(C=C(C(=C3)C(=O)O)F)F
164618434,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)NC3=CC(=C(C=C3)F)C(=O)O)C4=C(C=C(C=C4)F)Cl
164624034,CC1=C(C=CC(=C1)F)C2=C(C3=CC=CC=C3C(=C2)S(=O)(=O)NC4=CC(=C(C=C4)F)CC(=O)O)OC
3442,CCCCC1=CN=C(C=C1)C(=O)O
1349907,CN1C=CNC1=S
3035523,C1=CC(=CC=C1CN2C=CNC2=S)O
10263758,C1=CN(C(=S)N1)CC2=CC(=C(C(=C2)F)O)F
10398787,C1=CN(C(=S)N1)CC2=CC(=CC(=C2)F)F
999,C1=CC=C(C=C1)CC(=O)O
1613,C1=CC=C2C(=C1)C(=NN(C2=O)CC3=NC4=C(S3)C=CC(=C4)C(F)(F)F)CC(=O)O
2120,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CC(=O)O
8892,CCCCCC(=O)O
11970,C1=CC=C(C(=C1)CC(=O)O)O
81058,C1=CC(=C(C(=C1)Cl)CC(=O)O)Cl
160024,C1[C@H](OC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N
190816,C1C(=O)NC(=O)C12C3=C(C=CC(=C3)F)C(=O)N(C2=O)CC4=C(C=C(C=C4)Br)F
16058630,C1=CC(=CC(=C1)[N+](=O)[O-])CNC(=O)C2=C(C=C(C=C2)Cl)OCC(=O)O
155519450,C1=CC=C(C=C1)CCOC2=CC=CC(=C2)/C=C\3/C(=O)N(C(=O)S3)CC(=O)O
155526535,C1=CC=C(C=C1)CCOC2=CC=CC(=C2)/C=C\3/C(=O)N(C(=S)S3)CC(=O)O
9948038,CCC1=C(C(=CC=C1)CC)N2C(=O)CC3=CC=CC=C3C2=O
11436221,C1=CC=C2C=C(C=CC2=C1)SCC(=O)NO
15547703,CC(C)C[C@H]([C@@H](C(=O)NO)O)C(=O)N[C@@H](C1=CC=CC=C1)C(=O)OC2CCCC2
19366756,CSCCC(CS)N
182612,CC(C)CC(N)P(=O)(O)O
439518,CC(C)C[C@H]([C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)O)O)N
4330464,C1COC2(O1)C3=C(C=CC(=C3)Br)N(C2=O)CC(=O)NO
10130111,C1C(C(=O)CC2=CC=CC=C21)N
11127644,C1=CC=C(C=C1)CCC(N)P(=O)(O)O
11957481,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O.Cl
24863524,CCCCC(N)P(=O)(C(=S)NCC1=CC=C(C=C1)OC)O
44120074,CC(C)C[C@@H]([C@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)O)O)N
4174,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
9270,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)OC(=O)C)C
9904,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34
251636,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O
969491,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@]5(C(=C([C@@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl
3007855,[Cl-].[Cl-].[Zn+2]
5281034,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C
10658095,C1CC(=O)CCC1=C2C[C@@H]3[C@@H]4C[C@H]([C@@H]3C2)[C@@H](C4)O
14049689,CC(COC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)COCC(C)O)COCC(C)O)COCC(C)O)COCC(C)O)COCC(C)O)COCC(C)O)O)O)O
5383850,C1OC2=C(O1)C=C(C=C2)/C=C/C(=O)C3=CC(=CC=C3)[N+](=O)[O-]
5712121,C1=CC=C2C=C(C=CC2=C1)/C=C/C(=O)C3=CC4=CC=CC=C4C=C3
56658017,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)CN3C(=O)C4=C5C(=C(C=C4)Cl)C=CC=C5C3=O
56945521,C1OC2=C(O1)C=C(C=C2)C(=O)/C=C/C3=CC=C(O3)C4=C(C=CC(=C4)C(F)(F)F)Cl
73356549,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)N3C(=O)[C@@H]4[C@H](C3=O)C5C=CC4O5
91899917,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)N3C(=C4C5C=CC(C4=C3O)O5)O
118728275,CCCCCCCCCCCCCCCCO[P@]1(=O)OC[C@@H]2COC(=O)C2=C(O1)C
44560051,C1[C@@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSS1)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CCCNC(=N)N)CO)CC4=CN=CN4)CC(=O)O)CCCNC(=N)N)CC5=CNC6=CC=CC=C65)CCCCN)CO)CO)NC(=O)[C@H](NC2=O)CC(=O)N)C(=O)N)N
91935560,C1[C@@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSS1)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CCCN=C(N)N)CO)CC4=CN=CN4)CC(=O)O)CCCN=C(N)N)CC5=CNC6=CC=CC=C65)CCCCN)CO)CO)NC(=O)[C@H](NC2=O)CC(=O)N)C(=O)N)N
3337839,CCCCS(=O)C1=C(C2=C(S1)N=C(C=C2C3=CC=CC=C3)C4=CC=CS4)N
129281194,CCCC[S@@](=O)C1=C(C2=C(S1)N=C(C=C2C3=CN=C(N3C)C)C4=NC=CS4)N
2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
5405,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
3033538,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4
5480431,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N\OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
6603904,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C(=O)OCC2=CC=CC=C2)C3=NC4=CC(=C(C=C4C(=N3)N)OC)OC
9934955,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C(=O)C2=CC=CO2)C3=NC4=CC(=C(C=C4C(=N3)N)OC)OC
10739024,CC(C)(C)NC(=O)[C@@H]1CN(CCN1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
11638677,COC1=CC=CC=C1N2CCN(CC2)CCC3=CC4=C(C=C3)OCO4
53329787,COC1=CC=CC=C1N2CCN(CC2)CCC3=CC4=C(C=C3)OCO4.Cl
70686507,C1NC(=O)NC(=N1)NCC2=CC=CO2
9230,C1=CC2=CC=CN2C=C1
297589,C1C2=C(C3=CC=CC=C3S1)NC4=CC=CC=C24
663693,C1=CC=C2C(=C1)C=CC=C2C3=NN=C(O3)SCC#CCOC(=O)C4=CC=CS4
664510,CNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N
5283162,CCCCC/C=C\CC(=O)/C=C/C=C\C/C=C\CCCC(=O)O
15482063,C[C@@H](C[C@@H](C(=O)N(C)[C@H](C)C1=NC=CS1)NC(=O)C[C@H](C)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
44142084,C1=CC=C2C=C(C=CC2=C1)C(=O)OCC#CCSC3=NN=C(O3)C4=CC=CC5=CC=CC=C54
53383638,CCCCNC(=O)C1=C(SC(=C1)C2=CC=CC=C2)N
58567931,CCOC(=O)C1=C(C2=C(N1)C=C(C=C2)Cl)C(=O)CC3=CC=CC=C3
122192006,CCOC(=O)C1=C(C2=C(N1)C=C(C=C2)Cl)C(=O)C
122192007,CCC(=O)C1=C(NC2=C1C=CC(=C2)Cl)C(=O)OCC
122192008,CCCC(=O)C1=C(NC2=C1C=CC(=C2)Cl)C(=O)OCC
122192009,CCOC(=O)C1=C(C2=C(N1)C=C(C=C2)Cl)C(=O)C[C@@H](C)CCCC(C)C
122192010,CCOC(=O)C1=C(C2=C(N1)C=C(C=C2)Cl)C(=O)C[C@H](C)CCCC(C)C
122192011,CCCCCCCCCCCC(=O)C1=C(NC2=C1C=CC(=C2)Cl)C(=O)OCC
122192012,CCCCCCCCCC(=O)C1=C(NC2=C1C=CC(=C2)Cl)C(=O)OCC
122192013,CCCCCCCC(=O)C1=C(NC2=C1C=CC(=C2)Cl)C(=O)OCC
122192014,CCCCCC(=O)C1=C(NC2=C1C=CC(=C2)Cl)C(=O)OCC
122192015,CCOC(=O)C1=C(C2=C(N1)C=C(C=C2)Cl)C(=O)CC3=CC=C(C=C3)C
122192016,CCOC(=O)C1=C(C2=C(N1)C=C(C=C2)Cl)C(=O)CC3=CC=C(C=C3)Cl
122192017,CCOC(=O)C1=C(C2=C(N1)C=C(C=C2)Cl)C(=O)CC3=CC=C(C=C3)F
122192018,CCOC(=O)C1=C(C2=C(N1)C=C(C=C2)Cl)C(=O)CCC3=CC=CC=C3
16217499,C1CNCC2=C1C(=CC=C2)N
73441667,CC1=C(N=CN1)CN2CCC3=C(C2)C(=CC=C3)N
90655419,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)O)O[C@@H]3[C@H]([C@@H](O[C@@H]([C@H]3O)CO)O[C@H]4[C@@H]([C@H]([C@@H](O[C@@H]4C(=O)O)O)O)O)NC(=O)C)O)O)CO)O)O
90655420,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)O)O[C@@H]3[C@H]([C@@H](O[C@@H]([C@H]3O)CO)O[C@H]4[C@@H]([C@H]([C@@H](O[C@@H]4C(=O)O)O[C@@H]5[C@H]([C@@H](O[C@@H]([C@H]5O)CO)O[C@H]6[C@@H]([C@H]([C@@H](O[C@@H]6C(=O)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)CO)O)O
90655421,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)O)O[C@@H]3[C@H]([C@@H](O[C@@H]([C@H]3O)CO)O[C@H]4[C@@H]([C@H]([C@@H](O[C@@H]4C(=O)O)O[C@@H]5[C@H]([C@@H](O[C@@H]([C@H]5O)CO)O[C@H]6[C@@H]([C@H]([C@@H](O[C@@H]6C(=O)O)O[C@@H]7[C@H]([C@@H](O[C@@H]([C@H]7O)CO)O[C@H]8[C@@H]([C@H]([C@@H](O[C@@H]8C(=O)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)NC(=O)C)O)O)CO)O)O
90655422,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)O)O[C@@H]3[C@H]([C@@H](O[C@@H]([C@H]3O)CO)O[C@H]4[C@@H]([C@H]([C@@H](O[C@@H]4C(=O)O)O[C@@H]5[C@H]([C@@H](O[C@@H]([C@H]5O)CO)O[C@H]6[C@@H]([C@H]([C@@H](O[C@@H]6C(=O)O)O[C@@H]7[C@H]([C@@H](O[C@@H]([C@H]7O)CO)O[C@H]8[C@@H]([C@H]([C@@H](O[C@@H]8C(=O)O)O[C@@H]9[C@H]([C@@H](O[C@@H]([C@H]9O)CO)O[C@H]1[C@@H]([C@H]([C@@H](O[C@@H]1C(=O)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)NC(=O)C)O)O)NC(=O)C)O)O)CO)O)O
90655423,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)O)O[C@@H]3[C@H]([C@@H](O[C@@H]([C@H]3O)CO)O[C@H]4[C@@H]([C@H]([C@@H](O[C@@H]4C(=O)O)O[C@@H]5[C@H]([C@@H](O[C@@H]([C@H]5O)CO)O[C@H]6[C@@H]([C@H]([C@@H](O[C@@H]6C(=O)O)O[C@@H]7[C@H]([C@@H](O[C@@H]([C@H]7O)CO)O[C@H]8[C@@H]([C@H]([C@@H](O[C@@H]8C(=O)O)O[C@@H]9[C@H]([C@@H](O[C@@H]([C@H]9O)CO)O[C@H]1[C@@H]([C@H]([C@@H](O[C@@H]1C(=O)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O[C@H]1[C@@H]([C@H]([C@@H](O[C@@H]1C(=O)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)NC(=O)C)O)O)NC(=O)C)O)O)NC(=O)C)O)O)CO)O)O
896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
115348,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)I
446804,CCOC(=O)CCN(C1=CC=CC=N1)C(=O)C2=CC3=C(C=C2)N(C(=N3)CNC4=CC=C(C=C4)C(=N)N)C
10069719,CC(=O)NCCC1=C(NC2=C1C(=C(C=C2)OC)[N+](=O)[O-])I
10454621,CC(=O)NCCC1=C(N(C2=C1C(=C(C=C2)OC)[N+](=O)[O-])C)I
10946222,CC(=O)NCCC1=CN(C2=C1C(=C(C=C2)OC)[N+](=O)[O-])C
10956792,CC(=O)NCCC1=CNC2=C1C(=C(C=C2)OC)[N+](=O)[O-]
11100761,CC(=O)NCCC1=C(N(C2=C1C=C(C=C2)OC)C)I
11776674,CC(=O)NCCC1=CN(C2=C1C=C(C=C2)OC)C
24889392,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3
1345,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl
1688,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)Cl
3016,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
54897,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl
132496,CCCCCCN(CCCCCC)C(=O)CC1=C(NC2=CC=CC=C21)C3=CC=C(C=C3)F
6603767,CC[C@H](C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl
6603782,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=C(C=C3)Cl
9796284,CCC1=C(C2=CC=CN2C3=CC=CC=C3O1)OC(=O)N(C)C
9798976,CC1=CC=C(C=C1)C2=C(C3=CC=CN3C4=CC=CC=C4O2)OC(=O)N(C)C
9799346,CC(=O)OC1=C(OC2=CC3=CC=CC=C3C=C2N4C1=CC=C4)C5=CC=CC=C5
9839957,CC(=O)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4
9842151,CC(=O)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC5=CC=CC=C5C=C4
9843687,CN(C)C(=O)OC1=C(OC2=CC3=CC=CC=C3C=C2N4C1=CC=C4)C5=CC=CC=C5
9845414,CC(=O)N(CC1=C(C=CC(=C1)OC)OCCF)C2=C(C=CC(=C2)F)OC3=CC=CC=C3
9927532,CC1=CC=C(C=C1)C2=C(C3=CC=CN3C4=CC=CC=C4O2)OC(=O)C
9950117,CN(C)C(=O)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4
10045805,CCN(CC)C(=O)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=C(C=C4)C
10250172,CN(C)C(=O)OC1=C(SC2=C(C=CC=C2Cl)N3C1=CC=C3)C4=CC=CC=C4
10314775,CC(=O)OC1=C(SC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4
10317281,CCN(CC)C(=O)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4
10337752,CC1=CC2=C(C=C1)SC(=C(C3=CC=CN32)OC(=O)C)C4=CC=CC=C4
10338693,CN(C)C(=O)OC1=C(SC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4
10383068,CC1=CC2=C(C=C1)N3C=CC=C3C(=C(S2)C4=CC=CC=C4)OC(=O)C
10406685,CC(=O)OC1=C(SC2=CC=CC=C2N3C1=CC=C3)C4=CC=C(C=C4)Cl
10430788,CC(=O)N(CC1=C(C=CC(=C1)OC)OC)C2=C(C=CC(=C2)F)OC3=CC=CC=C3
10520507,CC(=O)OCC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4
10572486,CCN(CC)C(=S)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4
10644439,CN(C)C(=O)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC5=CC=CC=C5C=C4
10667802,C1CCC(CC1)C(=O)OC2=C(OC3=CC=CC=C3N4C2=CC=C4)C5=CC=CC=C5
10667935,CN(C)C(=O)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=C(C=C4)N=[N+]=[N-]
10733050,CC(=O)C1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4
10738832,CCCN(CCC)C(=O)CC1=C(N=C2N1C=CC=C2N)C3=CC=C(C=C3)Cl
10805432,COC(=O)C1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4
10809833,CN(C)C(=O)OC1=C(OC2=C(C=CC=C2Cl)N3C1=CC=C3)C4=CC=CC=C4
11004591,C=CCN(CC=C)C(=O)CC1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=C(C=C3)Cl
11165856,CC(=O)N(CC1=C(C=CC(=C1)OC)OCF)C2=C(C=CC(=C2)F)OC3=CC=CC=C3
11168416,CCCCCCN(CCCCCC)C(=O)CC1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=C(C=C3)Cl
11177300,C1CCN(C1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11188834,C1CCC(CC1)NC(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=CC=C4
11189662,CCCCN(CCCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl
11190514,CCCCN(CC1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=CC=C4
11201082,CCCCN(C)C(=O)CC1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=C(C=C3)Cl
11201295,CCCCN(CCCC)C(=O)CC1=C(N=C2N1C=CC=C2Cl)C3=CC=C(C=C3)Cl
11202850,CC(C)(C)N(CC1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11211461,CCCCN(C)C(=O)CC1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=CC=C3
11248801,CCCCCCN(CCCCCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl
11258753,C1CCN(CC1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11282393,CCCCN(C1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=CC=C4
11283690,C1CN(CCN1CC2=CC=CC=C2)C(=O)CC3=C(N=C4N3C=C(C=C4Cl)Cl)C5=CC=C(C=C5)Cl
11307109,CCCN(CC1=CC=C(C=C1)[N+](=O)[O-])C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11314808,C1CCN(C1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=CC=C4
11316920,CCCCN(C1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=C(C=C3)Cl)C4=CC=C(C=C4)Cl
11317384,C1CN(CC2=CC=CC=C21)C(=O)CC3=C(N=C4N3C=C(C=C4Cl)Cl)C5=CC=C(C=C5)Cl
11317427,CC(C1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=C(C=C3)Cl)C(=O)N(C)CC4=CC=CC=C4
11328255,CN(C1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11328655,CCOC(=O)C1CCCN(C1)C(=O)CC2=C(N=C3N2C=C(C=C3)Cl)C4=CC=C(C=C4)Cl
11338217,C1CCN(CC1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=CC=C4
11338462,C1=CC=C(C=C1)C2=C(N3C=C(C=C(C3=N2)Cl)Cl)CC(=O)NC4=CC=NC=C4
11352415,CCOC(=O)C1CCCN(C1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11373803,C1=CC=C(C=C1)NC(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11385751,CC(C1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=C(C=C3)Cl)C(=O)N(C)C4CCCCC4
11396435,C1CN(CC2=CC=CC=C21)C(=O)CC3=C(N=C4N3C=C(C=C4Cl)Cl)C5=CC=CC=C5
11430521,C1CCC(CC1)NC(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11441263,CCCCNC(=O)CC1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=C(C=C3)Cl
11442517,CN(CC1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11453594,C1=CC=C(C=C1)CNC(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11465907,CCCCN(C1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
11488150,CCCCN(CCCC)C(=O)CC1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=C(C=C3)Cl
11775349,CCCN(CCC)C(=O)C(C)C1=C(N=C2N1C=C(C=C2Cl)Cl)C3=CC=C(C=C3)Cl
14743216,COC1=CC=C(C=C1)C2=C(C3=CC=CN3C4=CC=CC=C4S2)OS(=O)(=O)C
15870543,CN(CCCF)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3I
16110557,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2Cl)Cl)C3=NC=CS3
19601663,CN(CCCF)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=C(C=C3)I
19601672,CN(CCF)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3I
19601673,CN(CCCF)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC(=CC=C3)I
24839733,CC[C@@H](C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl
44388762,CCC(C)N(C)C(=O)C1=NC=C2C(=C1)C=CC=C2C3=CC=CC=C3Cl
44388771,CN(CCC1=CC=CC=N1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=CC=C4
44388779,CN(CCC1=CC=CC=N1)C(=O)CC2=C(N=C3N2C=C(C=C3Cl)Cl)C4=CC=C(C=C4)Cl
46236909,CCCN(CCC)C(=O)C(=O)C1=C(NC2=C1C=C(C=C2)N=C=S)C3=CC=CC=C3
46236910,CCCCCCN(CCCCCC)C(=O)C(=O)C1=C(NC2=C1C=C(C=C2)N=C=S)C3=CC=CC=C3
46237025,C1=CC=C(C=C1)C2=C(C3=C(N2)C=CC(=C3)N=C=S)C(=O)C(=O)NCCCCCCNC4=CC=C(C5=NON=C45)[N+](=O)[O-]
56591526,CCN(CC1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=CC(=C3)C)C4=CC(=C(C=C4)Cl)Cl
56591615,CCN(CC1=CC=CC=N1)C(=O)CC2=C(N=C3N2C=CC(=C3)C)C4=CC(=C(C=C4)Cl)Cl
56591619,CCN(CC1=CC=NC=C1)C(=O)CC2=C(N=C3N2C=CC(=C3)C)C4=CC(=C(C=C4)Cl)Cl
56591621,CC1=CC2=NC(=C(N2C=C1)CC(=O)N(CCOC)CC3=CC=CC=N3)C4=CC(=C(C=C4)Cl)Cl
56591624,CCN(CC1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=CC(=C3)C)C4=CC=C(C=C4)C
56591712,CCN(CC1=CC=CC=N1)C(=O)CC2=C(N=C3N2C=CC(=C3)C)C4=CC=C(C=C4)C
56592851,CCN(CC1=CC=CC=C1)C(=O)CC2=C(N=C3N2C=CC(=C3)C)C4=CC=C(C=C4)Cl
73673505,CC1=C(C=C(C=C1)C(C)C)NC(=O)CN2C3=CC=CC=C3N=C2CC4=C(C=CC=C4Cl)Cl
480947,CC1(O[C@H]2[C@H]3[C@H](C(=NO3)CO)O[C@H]2O1)C
513282,CCOC(=O)C1=C(OC(=C1)[C@@H]2[C@@H]([C@@H](CN2)O)O)C
